,href,点赞用户数,评分,参与评分人数,热度,总计评论数,演员,信息,剧情
472,http://www.iqiyi.com/v_19rrmy6dfg.html,62,6.9,159人评分,341,全部评论(6),陈小春饰 Choi;舒淇饰 Siu Yu;张震饰 Tai,第一次的亲密接触;导演： 金国钊;地区： 华语;类型： 爱情;首映： 2000,简介：正当网络开始风行的大学校园里，外型并不出众的痞子蔡对感情认真保守，但他在网络上又表现出热情自信的另一面，能言善道。好友阿泰在不断追逐异性中获得乐趣，颇有心得。　　后来痞子蔡在网上邂逅了代号为“轻舞飞扬”的女孩，之前他从不敢奢望真爱会降临在自己身上。及时行乐的阿泰提醒他网络是虛幻的，劝他不要动情。身陷矛盾的痞子蔡还是选择了与“轻舞飞扬”相见，彼此倍感知心，然而世事难料收起>
473,http://www.iqiyi.com/v_19rrn2kois.html,63,6.5,292人评分,303,全部评论(8),李美妍;崔洙志;许锡,幸福不是顺从;导演： 江锡佑;地区： 韩国;类型： 青春;首映： 2008,"简介：一部反映学生生活的影片.讲述在高度发展的文明世界里,不仅成人生活紧张,孩子们也承受着重大压力,渴望能摆脱重压.在此种情况下,孩子们用自己的方式抵抗大人的高压政策而衍生出许多趣事。收起>"
474,http://www.iqiyi.com/v_19rrj693uk.html,125,6.8,267人评分,501,全部评论(22),林青霞饰 贾宝玉;张艾嘉饰 林黛玉;狄波拉饰 紫鹃;米雪饰 薛宝钗;尤翠玲饰 晴雯,金玉良缘红楼梦;导演： 李翰祥;地区： 华语;类型： 爱情;首映： 1977,简介：京中望族贾府中，表兄妹贾宝玉与林黛玉彼此相恋，可惜为贾母所不容，更用计瞒骗宝玉，娶了金陵薛家女儿宝钗。黛玉以为宝玉移情别恋而凄然病逝，宝玉得悉被骗，与爱人永诀亦肝肠寸断，遁入空门以求解脱。收起>
475,http://www.iqiyi.com/v_19rr7kt96s.html,225,5.5,429人评分,477,全部评论(34),李和曾;王晶华,辕门斩子;导演： 陈方千;地区： 华语;类型： 家庭;首映： 1976,简介：宋朝时期，辽邦摆下“天门阵”，杨延昭之子杨宗保去穆家寨取降龙木，被穆桂英所擒，穆桂英因爱慕宗保的人品武艺，私自招亲。杨宗保回营后，杨延昭大怒，将亲生儿子宗保绑在辕门欲将其斩首。穆桂英为救自己所爱的人，投降大宋，并献上降龙木，大破天门镇，立功救下杨宗保。收起>
476,http://www.iqiyi.com/v_19rrn6mpoo.html,174,7.2,1844人评分,508,全部评论(22),王丹凤饰 华家芳;韩非饰 贾主任;顾也鲁饰 老赵;Janet 谢怡芬饰 赵妻,女理发师;导演： 丁然;地区： 华语;类型： 喜剧;首映： 1962,简介：贾主任的妻子华家芳喜爱理发师的工作，甚至家里拿着鸡毛掸子练习理发技术，但贾主任却坚决反对。华家芳趁贾主任出差的机会，毅然走出家门来到三八理发室做理发师。但不久，她收到丈夫要回家的信，心慌意乱，遭到顾客的抱怨。贾主任批评朋友老赵轻视服务业的思想，但却对老赵吹牛说妻子是小学老师。老赵到贾主任家做客，却发现华家芳就是被他抱怨的3号理发师，华家芳也认出老赵。两人面面相觑，贾主...收起>
477,http://www.iqiyi.com/v_19rrnycf48.html,59,7.2,404人评分,445,全部评论(10),张刚饰 邱阿琪;胡宗琪饰 郭铁;倪媛媛饰 薇薇,提心吊胆;导演： 张刚;地区： 华语;类型： 家庭;首映： 1992,简介：故事发生在1990年代。女孩薇薇路遇他人斗殴，吓得慌不择路逃往盲人按摩师阿满的小屋，凶手郭铁循声追来。薇薇的求救声惊动了阿满，他将薇薇藏起来，与追至小屋的郭铁机智周旋。斗殴中受伤的郭铁因体力不支昏厥过去，阿满出于人道精神尽力抢救，苏醒后的郭铁非常感激。他以为打死了人难逃法网，于是托阿满将留给儿子的生活费转交给自家小保姆，为防阿满使诈，郭铁将薇薇扣作人质。阿满途中遭窃，幸得...收起>
478,http://www.iqiyi.com/v_19rra05s3g.html,208,8.1,425人评分,753,全部评论(18),马特·达蒙;艾迪·杰米森;梅兰妮·林斯基;Rick Overton,告密者;导演： 史蒂文·索德伯格;地区： 美国;类型： 惊悚;首映： 2009,简介：马克是美国AMD公司的副总裁。他领导的赖氨酸新产品试验持续失败，马克报告是日本竞争对手恶意投毒所致。公司向FBI报案，后者开始监听马克家的电话。马克担心他协助公司干扰自由竞争、抬高市场价格的不法行为暴露，主动向FBI揭露公司限定赖氨酸价格一事。在FBI探员的协助下，马克当起了FBI的线人，开始收集公司的犯罪证据。但谁也没想到，马克在揭露AMD公司不法行为的同时，自己却隐瞒了无法告人的秘...收起>
479,http://www.iqiyi.com/v_19rrj52oz0.html,43,7.5,437人评分,540,全部评论(9),钟镇涛饰 李度;叶童饰 杨耐冬;梅艳芳饰 Fong;陈友饰 Bailiff,表错七日情;导演： 张坚庭;地区： 香港地区;类型： 喜剧;首映： 1983,简介：一对夫妇欠下税款，法庭令其7日内缴清，否则以房屋和财产作抵。丈夫因移情别恋不知去向，法庭派一护卫员看守少女和财物。孤男寡女相处一室，起初少妇处处防范，后了解护卫员因家贫遭女友抛弃，产生同情。一日护卫员机智地赶走入室劫匪，保护了少妇，少妇对他心存好感。当少妇的父母从美国来探亲的时候，少妇让护卫员冒充丈夫弄假成真。债期将临，其夫突然归来。收起>
480,http://www.iqiyi.com/v_19rrmybki8.html,71,6.9,399人评分,389,全部评论(7),陈观泰饰 洪熙官;傅声饰 方世玉;方心饰 Restaurant owner,方世玉与洪熙官;导演： 张彻;地区： 华语;类型： 动作;首映： 1974,简介：　清兵火烧少林，寺中人员伤亡惨重，洪熙官虽然幸免于难但是身受重伤，他决定暂时偃旗息鼓待到他日能够东山再起，哪知道逃亡的一路上屡屡遭到官兵的追杀。某日，洪熙官正在和追捕他的官兵周旋，陷入鏖战之中，巧得方世玉路过，方世玉误以为洪熙官是作奸犯科之徒，于是帮助官兵将他五花大绑交至官府。　　之后，方世玉才知道，原来此人是大名鼎鼎的洪熙官，自己竟然成为了朝廷小人的帮凶，后悔不已...收起>
481,http://www.iqiyi.com/v_19rrmx58kw.html,16,7.0,200人评分,896,全部评论(3),狄龙;谷峰;赵雅芝,教头;导演： 孙仲;地区： 香港地区;类型： 动作;首映： 1979,简介：本片為孙仲导演之代表作之一，由倪匡编剧，狄龙、汪禹、谷峰及赵雅芝主演。故事描述，河东府教头王阳（狄龙）受地方土绅孟二达（谷峰）陷害，成杀人疑犯，惟匿藏孟家任教头。后王收好武青年周平（汪禹）為徒，却惹孟不满；原来周、孟两大族為死敌，孟觉聘王当教头，实乃养虎為患，遂唆使大盗「一条鞭」施以偷袭，幸王逃过大难，只是受了伤。孟家有寄居少女嘉嘉（赵雅芝）向不值孟氏所為，且对王很有...收起>
482,http://www.iqiyi.com/v_19rrkggb9w.html,97,5.5,718人评分,387,全部评论(10),帕特丽夏·阿奎特饰 Lila Jute;瑞斯·伊凡斯饰 Puff;蒂姆·罗宾斯饰 Dr. Nathan Bronfman;大卫·沃肖夫斯基饰 Police Detective,人性;导演： 米歇尔·冈瑞;地区： 美国;类型： 喜剧;首映： 2001,简介：莉拉崇尚自然，是一位自然主义者，然而她的男友内森却是个实实在在的教条主义者，这两个性格和生活理念截然迥异的人，他们的爱情能够长久吗？最终，选择放弃自我的那个人是莉拉。　　一个名为帕弗的男人的出现打破了莉拉和内森之间艰难维系的平衡，帕弗从小就跟随着父亲生活在深山老林之中，外表和内心都和“野人”无异。内森兴致勃勃地要在帕弗身上开始自己的计划，而莉拉却感到了犹豫和矛盾。一...收起>
483,http://www.iqiyi.com/v_19rvoqu87c.html,67,0,0,2153,全部评论(4),,爱奇艺爱电影;地区： 华语;配音语种： 普通话;首映： 2020;每周四，周日00:00上线,简介：《爱奇艺爱电影》是一个以打造新片映前全网首发阵地为主旨的爱奇艺电影自制节目。《爱奇艺爱电影》将围绕即将上映的最热门影片，为电影片方提供最佳网络映前宣传平台，为网友与影迷...查看详情>
484,http://www.iqiyi.com/v_19rrmy31go.html,79,6.7,379人评分,536,全部评论(14),爱德华·诺顿饰 Derek Vinyard;爱德华·福隆饰 Danny Vinyard;比佛莉·德安姬罗饰 Doris Vinyard,美国X档案;导演： Tony Kaye;地区： 美国;类型： 犯罪;首映： 1998,简介：德瑞克的父亲在他很小的时候就被一名黑人毒贩射杀，从此给他幼小的心灵埋下了仇恨的种子。原来德瑞克功课很好，是老师眼中的好学生。但自从父亲遇难后，他就将一切心机都放在了对付有色人种上面。他积极组织起一帮白人青年混混，到处和有色人种对着干。一次，他射杀了两名黑人，因此入狱。入狱后，德瑞克加入了一伙新纳粹的白人。后来，因工作关系他和一名黑人成了好友，他开始反思自己的过去。当他...收起>
485,http://www.iqiyi.com/v_19rqybbhxs.html,26,7.3,280人评分,1097,全部评论(10),瓦内萨·安妮·韩格饰 Zoe;米洛·文堤米利亚饰 Trey;珍妮弗•洛佩斯饰 Maya,人生第二春;导演： 彼得·西格尔;地区： 美国;类型： 喜剧;首映： 2018,简介：故事围绕大型零售商女店员展开。她努力让人生与众不同，更要向世人表明街头智慧的强大。凡妮莎·哈金斯在片中饰演年轻的消费品公司执行官。
486,http://www.iqiyi.com/v_19rrxnipek.html,92,7.1,116人评分,462,全部评论(2),傅声饰 执到宝;张展鹏饰 招九积;刘家荣饰 鲁古董;刘家辉饰 无相,龙虎少爷（粤语）;导演： 刘家辉;地区： 香港地区;类型： 动作;首映： 1981,简介：本片由已故功夫巨星傅声与擅演少林武僧的刘家辉领衔主演，刘家荣自导自演、王晶编剧。故事描述，执到宝为武功了得的寻宝专家，因闻招九积自称有张保仔宝藏之线索，乃往赌场将其救出；招云古董商人鲁古董藏有张生前一批信札，执、招夜窃不遂，以敲碎古玩要胁，取得信札；惟信札字迹陈旧，仅认清法华寺字样；彼时适逢高僧无相下山，执遂假扮疯僧约无相谈禅，招则暗闯其房搜寻秘密…收起>
487,http://www.iqiyi.com/v_19rrk4quls.html,46,6.7,519人评分,584,全部评论(2),田俊;衣依;王羽;罗维;李昆,海员七号（1973）;导演： 罗维;地区： 华语;类型： 动作;首映： 1973,简介：海员王海龙因误杀一名日本水手，潜上一艘开赴日本的船只，途中发现这是一艘走私船。船将靠岸，龙被发现，一场激战后，龙为私枭胁迫，捉他向后台老板金毛皇帝报讯，后龙趁机逃跑。龙逃脱后无处容身，偶到一餐馆，老板资助他寻找表兄小李，后龙住于李家。某次，龙在散步时勇救被调戏的淑子，双双堕入爱河。调戏淑子的正是金毛手下，遂向金毛报告。淑子之父高品探长得线报，知道金毛将接一批私货，准备...收起>
488,http://www.iqiyi.com/v_19rrn2g2vw.html,90,7.5,805人评分,304,全部评论(6),李德华;李美妍;张恒善,我好好活着;导演： 尹三六;地区： 韩国;类型： 爱情;首映： 1993,"简介：发生在风火战乱近500年的李氏王朝年代的凄美故事.光熙门是守住汉阳城的一个小城镇,自古就由官兵看守,城门外有个存放尸体的草棚,不论是受伤遇害的士兵,或者触犯王法的大臣,乃至于贫穷百姓的尸体,都经由光熙门运送到城外,这里又叫作运尸门.就在城门外的乱葬岗上,有一处决犯人的刑场和一群身手矫健的刽子手.刽子手中以快刀闻名的万马仔,一天家中来了位美丽的访客,希望他能在处决她父亲时能留个全尸收起>"
489,http://www.iqiyi.com/v_19rrn6lafk.html,463,7.0,385人评分,542,全部评论(34),魏喜奎饰 小白菜;李宝岩饰 杨乃武;顾荣甫饰 刘锡彤;佟大方饰 钱如命,杨乃武与小白菜;导演： 李翰祥 / 何梦华;地区： 华语;类型： 犯罪;首映： 1962,简介：小白菜曾与举人杨乃武相恋，婚后虽恪守妇道，仍被乡人讥笑。后知县之子刘子和垂涎菜美色，受药店老板钱保生怂恿将菜迷奸。和更毒杀菜夫，又指武与知县素有交情，罪咎必轻，骗菜指证他通奸谋命，以洗脱她的嫌疑。惟上至知府，下至证人全部受贿，武被多番屈打成招，武妻担忧成疾而死，直至武姊淑英找菜面谈，预备上诉，菜才知武被害。只是公堂上官官相护，菜推翻供词不果，于刑部大审主动认罪，尚书乃...收起>
490,http://www.iqiyi.com/v_19rrdi0d58.html,149,6.6,8938人评分,454,全部评论(21),吴大维;李丽珍;黄锦燊,少年卫斯理之圣女转生;导演： 霍耀良;地区： 华语;类型： 科幻;首映： 1993,简介：新学年开始，卫认识了刚转校的清纯女子林可可，另一方面，卫教授从非洲回来，发觉宝甲不翼而飞，逼问之下方知乃死对头龟仙人所为，但仙人却无法回忆起弃甲于何处。原来可可乃天魔转生，为探求宝甲下落，不惜吸取表姐香香的思想，不料却把香对理之爱慕之情也吸收过来，渐渐对卫产生爱意……收起>
491,http://www.iqiyi.com/v_19rr7qn47o.html,68,7.5,415人评分,487,全部评论(20),金·凯瑞饰 Peter Appleton;鲍勃·巴拉班饰 Elvin Clyde;哈尔·霍尔布鲁克饰 Congressman Doyle;劳瑞·侯登饰 Adele Stanton,电影人生;导演： 弗兰克·德拉邦特;地区： 美国;类型： 爱情;首映： 2001,简介：1951年好莱坞，一切带有左翼观点的电影都深受“麦卡锡事件”影响，被列入所谓的黑名单中，众多无辜的电影人被迫害。刚入行的电影编剧彼得·阿普尔顿本是好莱坞一位才华横溢的青年剧作家，可生不逢时的他因为一次在大学时的无心之举也被政府列入黑名单之中。然而他的噩梦并没有结束，失业失恋的彼得在一次车祸中失去了所有的记忆。当彼得被好心人救起，带到一座名叫朗森的小镇时，小镇居民都把他误认...收起>
492,http://www.iqiyi.com/v_19rrny51lk.html,94,7.0,450人评分,282,全部评论(14),乔奇;凌之浩;乔榛,珊瑚岛上的死光;导演： 张鸿眉;地区： 华语;类型： 惊悚;首映： 1980,简介：华裔科学家赵谦教授制成高效原子电池，决定带回祖国。当夜他被杀害。赵教授的未来女婿、青年科学家陈天虹为实现教授遗愿携样品驾机逃走，途中被某国特务头子沙布洛夫下令击落。当他落入海中即将被鲨鱼吞噬的时候，却被一道奇特的激光所救。他漂流到一个只住着老科学家马太博士和哑巴仆人阿芒的孤岛，原来是马太教授研制的激光器救了天虹。而陈天虹随身携带的高效原子电池也恰好解决了激光器所一直为...收起>
493,http://www.iqiyi.com/v_19rrh3t3h4.html,2360,6.7,302人评分,375,全部评论(14),凡妮莎·帕拉迪丝;Hélène Florent;Émile Vallée;Evelyne Brochu;Linda Smith,花神咖啡馆;导演： 让-马克·瓦雷;地区： 欧洲;类型： 爱情;首映： 2011,简介：一个男人和一个女人之间的爱情故事，以及一位母亲和她的儿子。一个神秘和幻想的“奥德赛”对爱情的看法。
494,http://www.iqiyi.com/v_19rrny8qj4.html,47,7.0,192人评分,520,全部评论(0),李勇勇饰 卓丽萍;周予援饰 何晓雪;邱世穗饰 鲁枫;邱世德饰 鲁枫,本案没有结束;导演： 达式彪;地区： 华语;类型： 悬疑;首映： 1985,简介：正处青春年代的姑娘卓丽萍跳崖自尽了。经过调查，发现同时有真假两名罪犯，一个是市委书记的养子、外贸干部何晓雪，一个是青年画家钟渊。谁是真正的罪人？当真正的罪犯暴露后，又使人想到，这案情的背后还隐藏着一个更大的犯罪集团。因此，本案并没有结束。收起>
495,http://www.iqiyi.com/v_19rrcuninw.html,690,7.9,811人评分,649,全部评论(34),乔安娜·库里格饰 Zula;Tomasz Kot饰 Wiktor;Jeanne Balibar,冷战;导演： 保罗·帕夫利克夫斯基;类型： 爱情;首映： 2018,简介：《冷战》讲述了一对背景、性格截然不同的年轻人之间炽热的爱情故事。1950年代冷战期间，在斯大林统治下的波兰和自由放纵的巴黎，一位追求自由的音乐家和一位满怀激情的年轻女歌手坠入了爱河。两个人毫不般配，却命定纠缠。影片以50年代冷战期间的波兰、柏林、南斯拉夫和巴黎为背景，描绘了艰难时代中不可能的爱情故事。收起>
496,http://www.iqiyi.com/v_19rr7rboi0.html,249,7.0,1689人评分,380,全部评论(19),未知主演,老婆婆的枣树;导演： 未知;地区： 华语;类型： 动画;首映： 1958,简介：早上，麻雀的喳喳声把老婆婆喊醒，老婆婆起床后打了满满一篮枣子离开了家。不一会，天气转阴刮起风下起雨来，雨停时，地上落满了枣子。刚刚经历过风雨的刺猬看到枣子，兴奋地打滚用刺扎了一身，准备背回家。　　路上，刺猬碰到麻雀，当被问身上的枣子哪里来的时，刺猬说从地上捡的，不想麻雀摇摇头，说地上不长枣子，枣子是老婆婆的。为了不让其它的小动物捡走老婆婆的枣子，惭愧的刺猬心生一计，...收起>
497,http://www.iqiyi.com/v_19rrh0i5sc.html,780,6.8,482人评分,508,全部评论(55),Kevin P. Farley饰 Larry Fillmore;Carly Craig饰 Katie MacDonald;Nicky Whelan饰 Cindy,灵异实录;导演： Kevin P. Farley;地区： 美国;类型： 惊悚;首映： 2013,简介：一个男人在搬进新家之后，和他的女朋友用摄像机拍摄遇到了一连串恐惧的超自然现象
498,http://www.iqiyi.com/v_19rtszobm4.html,129,0,0,537,全部评论(13),1,猪八戒吃西瓜;导演： 万古蟾;地区： 华语;类型： 动画;首映： 1958,简介：本美术片为剪纸片。　　时逢六月酷暑，去西天取经的唐三藏师徒四人走得又渴又累，抬头一看前方有座寺庙，慌忙走了进去，谁想竟是座荒庙。孙猴将师父安顿好，外出去找吃食，八戒想先一步吃到食物，与他结伴同行，可是他实在太懒，走了一会便嚷嚷说肚子疼，孙猴无奈放下他独自去找吃的。孙猴费了番周折找到一堆美味水果时，八戒也无意间得到了一个大西瓜，只见他将西瓜分给四份，先拣最大一份吃了，...收起>
499,http://www.iqiyi.com/v_19rr07cwrk.html,182,6.5,427人评分,424,全部评论(17),Nirut Sirichanya,暹罗厨房;导演： Prasertsuk Hemtanon;地区： 泰国;首映： 2016,简介：由万蒂公司发行，泰国三位青年导演共同导演的一部电影。影片讲述的是两个泰国饮食界的家族企业对于泰国菜烹饪的热爱以及追求。他们努力做到让食客们品尝到最正宗、最原汁原味的泰国菜。影片呈现方式真实且生动，表现出“食神们”对于烹饪的热衷。收起>
500,http://www.iqiyi.com/v_19rrnw42ow.html,94,7.1,376人评分,347,全部评论(11),Mekdes Wegene;Samuel Semere;Seble Tilahun;Letekidan Micael;Daniel Seyoum,心火（德国）;导演： 路易吉-法洛尼;地区： 欧洲;类型： 青春;首映： 2008,简介：改编自德国著名歌手森娜特·梅哈瑞(SenaitMehari)的畅销书，讲述了一个德国女兵在非洲厄立特里亚内战中寻求生存的故事，这部作品也可以看作是森娜特-梅哈瑞的半自传，透过这本自传，人们对这位巨星的人生可以有更多的了解，可以一窥她一直不愿意回首的过去是怎样的。这是森娜特第一次直接面对她在非洲的童年往事。而导演也将继续延续自己上一部作品的纪录片风格。收起>
501,http://www.iqiyi.com/v_19rrdi0g40.html,31,7.2,509人评分,305,全部评论(6),吴大维;李丽珍;黄锦燊,少年卫斯理之圣女转生（粤语）;导演： 霍耀良;地区： 华语;类型： 科幻;首映： 1993,简介：新学年开始，卫认识了刚转校的清纯女子林可可，另一方面，卫教授从非洲回来，发觉宝甲不翼而飞，逼问之下方知乃死对头龟仙人所为，但仙人却无法回忆起弃甲于何处。原来可可乃天魔转生，为探求宝甲下落，不惜吸取表姐香香的思想，不料却把香对理之爱慕之情也吸收过来，渐渐对卫产生爱意……收起>
502,http://www.iqiyi.com/v_19rr7qrkwg.html,19,7.2,87人评分,316,全部评论(0),王羽饰 杨明轩;方盈饰 Lai Yu Tien;浅丘琉璃子饰 Kyoko Misaki;二谷英明饰 Ryutaro Saeki;王侠饰 Yang Ming Hua,亚洲秘密警察;导演： 松尾昭典;地区： 香港地区;首映： 1966,简介：走私黄金的犯罪组织首领乔治伊顿潜逃香港，亚洲秘密警察日本支部探员杨明轩远赴香港缉凶，期间结识香港密探赖雨田，更周旋于美女杏子、春子及杨明华之间
503,http://www.iqiyi.com/v_19rr7ait9k.html,51,5.5,383人评分,399,全部评论(5),苏珊·林奇饰 Dorothy;伊恩·格雷饰 Tony;Jake D'Arcy饰 Train Guard;蕾切尔·薇姿饰 Petula,麻辣追杀令;导演： 比尔·艾格斯;地区： 欧洲;类型： 惊悚;首映： 2000,简介：多萝茜和男友托尼刚刚参加完他叔叔的葬礼，坐在回去的火车上，心情恶劣的托尼不停地职责多萝茜弄丢了他高尔夫俱乐部的会员证，尽管多萝茜一再辩解自己压根就没见过那个什么见鬼的会员证，但是托尼根本不加理会，还气急败坏地打了多萝茜，最后干脆跳下车不见踪影。收起>
504,http://www.iqiyi.com/v_19rrhnhmtc.html,150,4.9,265人评分,331,全部评论(20),拉尔夫·费因斯饰 Charles Dickens;菲丽希缇·琼斯饰 Nelly Ternan;克里斯汀·斯科特·托马斯饰 Catherine Ternan;汤姆·赫兰德饰 Wilkie Collins;米歇尔·菲尔利饰 Caroline Graves,看不见的女人;导演： 拉尔夫·费因斯;地区： 欧洲;类型： 爱情;首映： 2014,简介：影片聚焦查尔斯·狄更斯的秘密情人，讲述狄更斯如何与她相遇，被她激发出写作灵感，并在她的陪伴下一路走向死亡。
505,http://www.iqiyi.com/v_19rtszes4g.html,250,0,0,775,全部评论(7),1,神笔马良（1955）;导演： 靳夕;地区： 华语;类型： 奇幻;首映： 1955,简介：　在一个久远的封建朝代，某座城池中，生活着一个名叫马良的男孩，他出身贫穷，孤苦零丁，但是却是一个有志气的好孩子。他看到达官显贵们潜心作画，十分羡慕，希望能够跟他们学画，可是却遭到了嘲笑讥讽。虽然如此，但马良毫不气馁，他因地取材，苦练画工，画技越来越好。　　某天，一位老神仙出现在马良面前，送给他一支神笔，用神笔画出的物品动物都会变成真的。马良记住神仙的教诲，只为穷人画...收起>
506,http://www.iqiyi.com/v_19rrmy6094.html,30,7.4,77人评分,330,全部评论(5),凌波,西厢记;导演： 岳枫;地区： 华语;首映： 1965,简介：　　《西厢记》由岳枫导演，凌波反串张生，李菁饰红娘，方盈饰崔莺莺。张生、莺莺才子佳人相会；俏红娘系赤绳，造就莺莺西厢夜访、私定终身；崔老夫人知情后大怒，愤而拷打红娘，而红娘怨夫人不该言而无信，最终成就百年姻缘！收起>
507,http://www.iqiyi.com/v_19rro4pn68.html,96,6.1,590人评分,339,全部评论(10),陈强饰 陆幻奇;程之饰 王小六子;顾建平饰 甜甜,魔术师的奇遇;导演： 桑弧;地区： 华语;类型： 喜剧;首映： 1962,简介：魔术大师陆幻奇在阔别祖国二十五年后，于1962年返回上海。1937年，在闵行戏院表演魔术的陆幻奇突遭横祸，伪警长觊觎陆妻美色，诬陷陆用的道具手枪是“私藏军火”。陆妻被逼自杀后，陆把小儿阿毛托咐给好友王小六子，只身逃亡海外，一晃二十五年过去了。当年的阿毛如今叫张志诚，是公交车上的售票员，而回到上海陆幻奇乘座的第一辆交通工具就是儿子的共交车，无奈父子相逢不相识。而陆在车上遗失的行...收起>
508,http://www.iqiyi.com/v_19rttdgvb8.html,87,0,0,390,全部评论(6),何玉门,小鲤鱼跳龙门;导演： 何玉门;地区： 华语;类型： 动画;首映： 1958,简介：本美术片是民间传说“鲤鱼跳龙门”的故事新编，在1959年获中国第一届《大众电影》“百花奖”最佳美术片奖等奖。小鲤鱼小黑一跃跳过桥墩，得到四个小伙伴的喝彩，可是奶奶很不以为然，说要能像祖辈们那样跳过龙门才算有本事，并讲述了传说中的龙门之外的种种美景，五条小鲤鱼被奶奶的故事深深吸引，商议后决定出发找寻龙门。一路几次错认，它们游到一个大大的水库面前，认定水库就是龙门，开始想办法...收起>
509,http://www.iqiyi.com/v_19rrnyrhig.html,288,4.9,1680人评分,459,全部评论(11),Ann Sheridan;刘·艾尔斯;扎查瑞·斯考特;伊芙·阿登;Steven Geray,春闺怨;导演： 文森特·舒曼;地区： 华语;类型： 犯罪;首映： 1947,简介：一部关于婚姻，第三者，夫妻间的爱情是否经得起考验，夫妻间的信任是否可以让已经破裂的婚姻峰回路转。
510,http://www.iqiyi.com/v_19rsg6mqao.html,246,7.2,202人评分,563,全部评论(7),Josef Hader;巴巴拉·苏科瓦;托马斯·勒马尔奎斯;纳威尔·佩雷兹·毕斯卡亚特;查理·哈纳,黎明之前;导演： 玛丽亚· 施拉德;地区： 欧洲;首映： 2016,简介：影片讲述了著名奥地利作家斯蒂芬·茨威格遭纳粹驱逐后在纽约、巴西等地的流亡之旅。茨威格出身富裕犹太家庭，在三十岁时就已然成为了赫赫有名的文学大师，作品远销海内外。但继纳粹上台后，书作先后在德国、奥地利被禁，他也踏上了流亡之旅，最后客死他乡。茨威格一生写过、同情过许多人的不幸遭遇，他的不幸遭遇自然也得到了人们的同情。收起>
511,http://www.iqiyi.com/v_19rwhu064s.html,184,6.6,1966人评分,822,全部评论(136),耿梦珂饰 林冉;刘超（男）饰 李闯,一日余生;导演： 李禹勋;地区： 华语;类型： 奇幻;首映： 2020,简介：李闯每天浑浑噩噩按部就班的生活，无论对工作还是爱情都不认真。有天，他不小心误入了时间银行并开通了时间存取业务，从此更是肆无忌惮的挥霍着自己的时间换取金钱名利，一切意外仿佛都可迎刃而解，却不知意外也在悄悄的靠近。原来一切并没有那么简单，他的时间竟是用女友的生命换来的，得知真相的他想要悔悟，却发现一切都已注定好...他们究竟能否走出时间轮回，回到最初的原点呢？收起>
512,http://www.iqiyi.com/v_19rrn3rly4.html,646,7.0,411人评分,378,全部评论(35),凯西·贝克尔饰 Camille;艾米·布伦尼曼饰 Lorna;Elpidia Carrillo饰 Sandra;格伦·克洛斯饰 Maggie;斯蒂芬·迪兰饰 Martin,九条命（2005）;导演： Rodrigo García;地区： 美国;首映： 2005,简介：本片由9个女性故事构成：犯人桑德拉主动做清洁，希望表现良好，但狱卒对此无动于衷。探监时，因话筒失灵，她无法与女儿沟通，大发雷霆；超市里，怀孕母亲黛跟昔日恋人相遇，欲说还休，无限怅惘；黑人小保姆霍莉提出要离职，因为她看不惯离婚的男主人趁女儿熟睡跟别人乱搞；怀孕的索尼娅带男友参观朋友的新房，希望促成彼此关系的升华；父亲在填字游戏时得到了女儿萨曼莎的帮助，但是后者的恋爱一直...收起>
513,http://www.iqiyi.com/v_19rr7qn5l4.html,151,6.8,552人评分,469,全部评论(10),杰克·吉伦哈尔饰 Holden Worther;詹妮弗·安妮斯顿饰 Justine Last;佐伊·丹斯切尔饰 Cheryl;约翰·C·赖利饰 Phil Last,麦田守望的女孩;导演： 米盖尔·阿尔特塔;地区： 美国;类型： 喜剧;首映： 2002,简介：贾斯汀和菲尔是一对结婚多年的夫妻，两人的感情早已名存实亡，菲尔沉迷于毒品和酒精之中，整天和损友布达厮混在一起。毒品的副作用让菲尔患上了不育症，贾斯汀想要成为一个母亲的愿望被无情的剥夺了。一个名叫霍尔顿的年轻男孩的出现吸引了贾斯汀的注意，霍尔顿特立独行的生活方式让贾斯汀深深的为其着迷，随着时间的推移，他们之间的关系终于超越了单纯的友谊。布达发现了贾斯汀和霍尔顿之间的私情...收起>
514,http://www.iqiyi.com/v_19rrny2hh0.html,94,7.3,423人评分,360,全部评论(7),卡洛琳·赫弗斯饰 Gretel Bergmann;哈维·弗里德曼饰 Jackson;弗兰茨·丁达饰 Rudolph Bergmann,柏林1936;导演： 卡斯帕·海德尔巴赫;地区： 欧洲;类型： 爱情;首映： 2009,简介：纳粹时期，国际瞩目的奥运赛事，即将于柏林举行。美国方面，对希特勒的种族灭绝政策提出抵制赛事的威胁，除非，德国让犹太人可以公平参赛。为了避免美国的强硬态度影响到其他国家的参赛意愿，德国果真派出犹太跳高女选手葛瑞朵贝格曼出赛，以平息抵制风波。另一位选手则为玛莉，但是玛莉不是一名“女”选手，他由一位实力坚强男选手伪装，目的就是阻止任何犹太人赢得奖牌的可能。随着比赛的进行，国...收起>
