,href,点赞用户数,评分,参与评分人数,热度,总计评论数,演员,信息,剧情
710,http://www.iqiyi.com/v_19rr78nouw.html,4.0万,8.8,65.2万人评分,2258,全部评论(8823),范·迪塞尔饰 Dom;道恩·强森饰 Hobbs;Charlize Theron饰 Cipher;杰森·斯坦森饰 Deckard;米歇尔·罗德里格兹饰 Letty,速度与激情8;导演： F·加里·格雷;地区： 美国;类型： 动作;首映： 2017,简介：多米尼克与莱蒂共度蜜月，布莱恩与米娅退出了赛车界，这支曾环游世界的顶级飞车家族队伍的生活正渐趋平淡。然而，一位神秘女子Cipher的出现，令整个队伍卷入信任与背叛的危机，面临前所未有的考验。收起>
711,http://www.iqiyi.com/v_19rrjuetwk.html,1.2万,9.2,38.4万人评分,2286,全部评论(1122),成龙饰 人字拖;古天乐饰 八达通;许冠文饰 包租公,宝贝计划;导演： 陈木胜;地区： 香港地区;类型： 动作;首映： 2006,简介：人字拖虽有不凡的身手，可是终日沉迷赌博毫无人生目标，便与包租公、八达通一起爆窃，干着偷偷摸摸的犯罪事。城中女富豪唯一的孙子出生后，包租公受不了金钱的诱惑，答应把宝宝偷给黑帮老大，以证明BB是否自己死去的儿子与前女友的孩子。成功偷得孩子后，一连串发生的事情，使人字拖及八达通改变了自己的人生观念。人字拖开始关心家人，八达通也看到了自己老婆的不易，开始重新做人。收起>
712,http://www.iqiyi.com/v_19rr7qlj60.html,2422,8.3,8.6万人评分,1974,全部评论(118),麦家琪饰 琪姐;黎骏饰 皇帝;林子善饰 Mike;梁焯满饰 Chung,洪兴大飞哥;导演： 梁宏发;地区： 香港地区;类型： 犯罪;首映： 1999,简介：洪兴大飞手下没牙佬的女儿阿May和东星大咪的手下皇帝相恋，两个大佬为此坐下谈判。大飞嚣张气焰令皇帝的小弟善仔等人颇为不满，他们次日大闹大飞的桑拿馆，结果反被对方修理一通。某日，大飞看望罹患癌症不久于人世的前女友阿玲，继而得之自己有一个17岁的儿子，而儿子正是善仔。虽然亲子鉴定显示了他们的父子关系，但大飞和善仔均无法接受这个事实。东星社计划和云南毒贩做毒品生意，皇帝亲自操办...收起>
713,http://www.iqiyi.com/v_19rrcqwxhg.html,2.8万,7.8,211.1万人评分,2260,全部评论(1.1万),彭禺厶饰 阿杰;于心妍饰 林歌阑;李乔丹饰 悠悠,金三角大营救;导演： 张涛（导演）;地区： 华语;类型： 动作;首映： 2018,简介：影片主要讲述了身世显赫的女主林歌阑，为了自己的记者梦，深入虎穴拍照调查，结果目睹毒贩团伙的杀人罪行，被毒枭绑架利用，甚至被注射新型毒品，其父为了爱女派出身份神秘，各怀绝技的五人小组前来营救的故事。而电影的最终聚焦点，则是在于守护正义，或者说是这场关于消灭毒品的战争上。收起>
714,http://www.iqiyi.com/v_19rrobodng.html,1.5万,6.8,14万人评分,2012,全部评论(710),马修·福克斯饰 Patrick;杰弗里·多诺万饰 Jack;奎恩·麦克科甘饰 Lu;Valeria Vereau饰 Emma;克拉拉·拉戈饰 Woman,灭绝：丧尸屠城;导演： 米古尔·安格尔·维瓦斯;地区： 美国;类型： 惊悚;首映： 2015,简介：灭绝不知曾几何时，地球突然爆发恐怖的丧尸病毒，成千上万的人被病毒感染，随后化作嗜血丧尸撕咬同类，正常人类的数字直线减少。帕特里克和杰克当年乘坐巴士疏散，谁知途中遭遇最惨烈的事件，这两个男人以及一个尚在襁褓中的小婴儿成为唯一的幸存者。九年后，地球上人类所剩无几，杰克以及当年的婴儿——可爱的小女孩露住在一个寒冷的山村，父女俩相亲相爱，甜蜜温馨。与之相对，胡子拉碴的帕特里克...收起>
715,http://www.iqiyi.com/v_19rrcsuqyw.html,16.7万,9.0,198.3万人评分,2250,全部评论(2.6万),路知行饰 朗明（配音）,风语咒;导演： 刘阔;地区： 华语;类型： 动画;首映： 2018,简介：生活在孝阳岗的少年郎明怀揣侠岚梦想，但双眼失明的他却只能靠招摇撞骗混于市井之中。直到有一天，罗刹袭击孝阳岗，与他相依为命的母亲突然失踪，郎明迫不得已踏上了找寻真相之路。一波未平一波又起，上古神兽饕餮现世让人间危在旦夕，传说中的侠岚们也出现在眼前，郎明也踏上了改变一生的冒险之旅……收起>
716,http://www.iqiyi.com/v_19rrk175js.html,3.4万,9.0,124.6万人评分,2049,全部评论(4116),梅丽尔·斯特里普饰 Miranda Priestly;安妮·海瑟薇饰 Andy Sachs;艾米莉·布朗特饰 Emily,穿普拉达的女王;导演： 大卫·弗兰科尔;地区： 美国;类型： 喜剧;首映： 2006,简介：初涉社会的安德丽娅•桑切丝来到了著名时尚杂志《RUNWAY》面试，以聪明得到了主编米兰达•普雷斯丽的特许，让她担任自己的第二助理。开始的时候安德丽娅感到十分委屈，就算自己多努力工作也无法得到赞赏，经一位老前辈的指点便重新改造自己。工作越来越顺，甚至取代了第一助理在米兰达心中的地位，决定带着这个聪明的女孩前往法国。可安德丽的改变让她失去了男友及朋友的爱，令她非常矛盾。收起>
717,http://www.iqiyi.com/v_19rrn7ufcs.html,18.8万,8.7,72.1万人评分,2307,全部评论(3162),甄子丹;王宝强;杨采妮,一个人的武林;导演： 陈德森;地区： 香港地区;类型： 动作;首映： 2014,简介：封号南拳王的洪拳武术家暴毙于隧道中的自家车上，尸体并没刀伤或枪伤痕迹，初步监定死于重拳，重案组总督察陆玄心负责调查，对死因感到不解；此时却收到监狱传来消息，犯了误杀罪的服刑犯人夏侯武，主动表示愿意协助警方调查，条件是即时假释。“先练拳次练腿，后擒拿用兵器，由内而外”，夏侯武断言凶手行凶目的并非寻仇，且会继续犯案。果然，号称北腿王、擒拿王、兵器王的武术界精英相继遇害，均...收起>
718,http://www.iqiyi.com/v_19rrifl3em.html,8172,8.3,40.9万人评分,2068,全部评论(801),比利·赞恩饰 Richard Miller;Richard Sammel饰 Col. Hans Jaeger;帕特里克·李斯特饰 Martin Chandler;Chad Collins饰 Sgt Brandon Beckett;Conrad Kemp饰 Dustin Nelson,狙击精英：重装上阵;导演： Claudio Fäh;地区： 其它;类型： 惊悚;首映： 2011,简介：与联合国部队在刚果民主共和国一同执行维和任务的美国海军中士布兰登.贝克特，是著名狙击手托马斯.贝克特的儿子，接受了一项任务，拯救在敌对叛军版图中部被困的欧洲农民。当他和他的部下到达农场时，一个神秘的狙击手伏击了他们，打伤了贝克特并杀害了其他人。随后，在他父亲的前弟子、狙击手教练理查德.米勒的帮助下，贝克特必须学会狙击手的一切技能，追击凶手，完成这项狙击任务……收起>
719,http://www.iqiyi.com/v_19rrkqj66k.html,7.5万,9.2,289.3万人评分,2308,全部评论(1.6万),周星驰饰 至尊宝;朱茵饰 紫霞仙子;蔡少芬饰 铁扇公主;罗家英饰 唐僧,大话西游之大圣娶亲;导演： 刘镇伟;地区： 华语;类型： 动作;首映： 1995,简介：至尊宝被月光宝盒带回到五百年前，遇见紫霞仙子，被对方打上烙印成为对方的人，并发觉自己已变成孙悟空。紫霞与青霞本是如来佛祖座前日月神灯的灯芯，二人虽然同一肉身却仇恨颇深，因此紫霞立下誓言，谁能拔出她手中的紫青宝剑，谁就是她的意中人。紫青宝剑被至尊宝于不经意间拔出，紫霞决定以身相许，却遭一心记挂白晶晶的至尊宝拒绝。后牛魔王救下迷失在沙漠中的紫霞，并逼紫霞与他成婚，关键时...收起>
720,http://www.iqiyi.com/v_19rrb4ak1s.html,2.9万,8.3,54.8万人评分,2266,全部评论(1.3万),米拉·乔沃维奇饰 爱丽丝;Iain Glen饰 艾萨克斯博士;艾丽·拉特饰 克莱尔;鲁比·罗丝饰 艾比盖尔;伊恩·马肯饰 道格,生化危机：终章;导演： 保罗·安德森;地区： 美国;类型： 动作;首映： 2017,简介：爱丽丝在华盛顿特区被威斯克背叛后身陷险境，人类几乎要失去最后的希望。作为唯一的幸存者，也是人类对抗僵尸大军的最后防线，爱丽丝必须回到噩梦开始的地方——浣熊市，才能完成拯救世界救赎人类的正义使命。回归故事发生的起点浣熊市，爱丽丝将和昔日的朋友一起对抗僵尸和最新变种怪物，与保护伞公司展开了一场惊心动魄的终极决战。收起>
721,http://www.iqiyi.com/v_19rr0fy0lc.html,2.3万,8.2,21万人评分,2411,全部评论(2508),马克·沃尔伯格饰 凯德·伊格尔;安东尼·霍普金斯饰 艾德蒙·伯顿爵士;劳拉·哈德克饰 维维安·温布利;伊莎贝拉·莫奈饰 伊莎贝拉;PeterCullen饰 擎天柱（配音）,变形金刚5：最后的骑士;导演： 迈克尔·贝;地区： 美国;类型： 动作;首映： 2017,简介：地球陷入毁灭危机，擎天柱失踪，越来越多的汽车人和霸天虎来到地球，前海豹突击队成员威廉·伦诺克斯成为了政府军组建的TRF中的一员，负责绞杀地球上的汽车人——不论好坏。在芝加哥街头，伦诺克斯遇到了凯德·伊格尔孤儿伊莎贝拉。凯德因为帮助、支持汽车人而成为政府通缉犯，所以他在一个垃圾场看管着一群幸存的汽车人。与此同时，失踪的擎天柱被女巫昆塔莎黑化，要毁灭地球。拯救世界的责任于是落...收起>
722,http://www.iqiyi.com/v_19rwisvug0.html,4078,7.0,1.8万人评分,2560,全部评论(827),安然（演员）饰 钟童卉;熊能饰 李百乐;鲍起静饰 方太太;陈瑾饰 姨妈;张研和饰 赵管家,夺皮;导演： 邱玉洁;地区： 华语;类型： 惊悚;首映： 2020,简介：钟童卉是一个默默无闻的平面模特，幼年时曾目睹母亲自杀，从此噩梦缠身。某天工作间隙，童卉接到了一封神秘的葬礼邀请信，死者是童卉的富豪姨妈。童卉来到了姨妈的偏僻豪宅，认识了隔壁温文尔雅的方太太，还结识了同来参加葬礼的帅哥李百乐。与此同时，母亲自杀时的场景又在童卉的噩梦中出现，更可怕的是，卧室的浴缸里渗出了血水。童卉随李百乐悄悄调查，看到姨妈的房间像是仍有人住。童卉的疑惑日...收起>
723,http://www.iqiyi.com/v_19rras54hw.html,2.6万,6.5,31.9万人评分,1860,全部评论(1万),娄淇;杨凯迪;谢波;吴荻,食人岛;导演： 李凯;类型： 惊悚;首映： 2016,简介：某日，中国东海最深处显现出了一个与世隔绝的美丽小岛。渐渐地开始有好奇者登岛，凯迪的好姐妹也在半个月前随着“驴友”决定探险。一周之前，一个看似寻常却又诡异的微信邀请将凯迪、青云、Rocky、米娅、波仔聚在一起，在船老大的带领下来到风景宜人的东临岛。五人一行看似顺风顺水，却不知危险已悄然降临。空无一人的海岛、太阳西升东落、茂密的爬行绿藤、滴着粘液堆着白骨的“山洞”、冒着仙气却...收起>
724,http://www.iqiyi.com/v_19rrj5vqu8.html,4502,9.0,32万人评分,2132,全部评论(1321),蔡卓妍饰 珍珠;钟欣潼饰 宝珠;吴京饰 刘曦,双子神偷;导演： 江道海;地区： 华语;类型： 枪战;首映： 2007,简介：吉祥、刘曦护送贡佛天珠来港途中被四名武功高强的人物抢走。刘曦找来昔日训练双子门的校长常忠和其他兄弟姊妹来协助寻回天珠。常忠早已退休，而珍珠、宝珠已是马戏团中享负盛名的空中飞人。常勇是常忠的双生弟弟，他讹称天珠能治绝症来骗心急为妹妹治病的女富商李瑶。珍珠、宝珍等人不惜身陷险境，终于，查得天珠藏于常勇的大本营，而常勇胁持李瑶的妹妹Happy作人质。收起>
725,http://www.iqiyi.com/v_19rr7qhp7c.html,4.5万,8.9,117万人评分,2128,全部评论(8093),马修·麦康纳饰 Cooper;安妮·海瑟薇饰 Brand;卡西·阿弗莱克饰 Tom;杰西卡·查斯坦饰 Murph,星际穿越;导演： 克里斯托弗·诺兰;地区： 美国;类型： 悬疑;首映： 2014,简介：近未来的地球黄沙遍野，小麦、秋葵等基础农作物相继因枯萎病灭绝，人类不再像从前那样仰望星空，放纵想象力和灵感的迸发，而是每日在沙尘暴的肆虐下倒数着所剩不多的光景。在家务农的前NASA宇航员库珀接连在女儿墨菲的书房发现奇怪的重力场现象，随即得知在某个未知区域内前NASA成员仍秘密进行一个拯救人类的计划。多年以前土星附近出现神秘虫洞，NASA借机将数名宇航员派遣到遥远的星系寻找适合居住...收起>
726,http://www.iqiyi.com/v_19rrifk7ev.html,1.4万,8.8,81万人评分,2522,全部评论(2756),洪金宝饰 张大胆;钟发饰 钱真人的师弟;林正英饰 捕快;陈龙饰 茅山道士钱真人;午马,鬼打鬼;导演： 洪金宝;地区： 香港地区;类型： 动作;首映： 1980,简介：车夫张大胆自称胆识过人，神鬼不怕。某日他撞见老婆与别人私通，而对方竟是大胆的雇主谭老板。谭老板为掩盖真相，寻茅山道士钱真人设坛杀害大胆。钱真人设下圈套，将张大胆诱至马家祠堂，施法唤出僵尸追杀大胆。钱之师弟许真人不满师兄图财施法害人。他暗中协助大胆，使之脱险。然而谭老板祸心不死，一计不成，再施一计，非置大胆于死地不可。收起>
727,http://www.iqiyi.com/v_19rqzsqpl8.html,2.5万,7.9,18.4万人评分,2578,全部评论(1328),陆双,猪猪侠·不可思议的世界;导演： 钟彧 / 陆锦明;地区： 华语;类型： 动画;首映： 2019,简介：第五部《猪猪侠》大电影讲述了从小就喜爱猪猪侠的少女吉祥，由于学业的压力与父母产生矛盾，正当她伤心难过之时，吉祥房间中的一幅猪猪侠梦幻世界图，令她意外穿越到梦幻世界，在那里吉祥遇见超能力已经消失的童年英雄猪猪侠，为了送吉祥回家，猪猪侠与吉祥开始了一段啼笑皆非却又惊心动魄的冒险之旅。收起>
728,http://www.iqiyi.com/v_19rrk3rr2w.html,7303,8.9,32.9万人评分,2342,全部评论(3606),米拉·乔沃维奇饰 Alice;米歇尔·罗德里格兹饰 Rain Ocampo;埃里克·马比斯饰 Matt Addison;杰姆斯·鲍弗饰 Spence Parks;科林·萨尔蒙饰 One,生化危机;导演： 保罗·安德森;地区： 美国;类型： 动作;首映： 2002,简介：故事发生在一个秘密的科学实验室里，超级计算机“红色女王”失去控制，成为人类的巨大威胁；原本在里面工作的科学家为某种病毒侵袭，死而复生变为僵尸——嗜血的活死人。整座大厦为血腥恐怖的气氛笼罩，眼看病毒即将爆发，危机不可避免，整个世界将变成地狱，全体人类将成为僵尸。一个特别任务小组开始了拯救行动。收起>
